FlowName,maxE2E(us),Deadline(us),Path(SourceName|LinkID|Qnumber)
VLAN_0_Flow_2,60,5000,node0_0_0_10|e1|sw_0_6-P4|e8|7|sw_0_7-P0|e4|6|node0_0_0_13
VLAN_0_Flow_2,200,5000,node0_0_0_10|e1|sw_0_6-P2|e6|4|sw_0_0-P2|e19|3|sw_0_4-P1|e9|4|sw_0_2-P0|e3|3|node0_0_0_12
VLAN_0_Flow_3,800,10000,node0_0_0_10|e1|sw_0_6-P3|e7|2|sw_0_1-P1|e10|1|sw_0_2-P0|e3|2|node0_0_0_12
VLAN_0_Flow_5,120,10000,node0_0_0_10|e1|sw_0_6-P4|e8|4|sw_0_7-P0|e4|3|node0_0_0_13
VLAN_0_Flow_5,600,10000,node0_0_0_10|e1|sw_0_6-P4|e8|2|sw_0_7-P0|e4|1|node0_0_0_13
VLAN_0_Flow_6,160,10000,node0_0_0_13|e4|sw_0_7-P3|e17|4|sw_0_1-P2|e15|3|sw_0_3-P0|e2|4|node0_0_0_11
VLAN_0_Flow_6,600,10000,node0_0_0_10|e1|sw_0_6-P4|e8|2|sw_0_7-P0|e4|1|node0_0_0_13
VLAN_0_Flow_7,160,10000,node0_0_0_13|e4|sw_0_7-P3|e17|4|sw_0_1-P2|e15|3|sw_0_3-P0|e2|4|node0_0_0_11
VLAN_0_Flow_7,600,10000,node0_0_0_10|e1|sw_0_6-P4|e8|2|sw_0_7-P0|e4|1|node0_0_0_13
VLAN_0_Flow_8,160,1000,node0_0_0_13|e4|sw_0_7-P4|e18|7|sw_0_5-P3|e20|5|sw_0_0-P1|e14|6|sw_0_3-P0|e2|7|node0_0_0_11
VLAN_0_Flow_8,120,1000,node0_0_0_13|e4|sw_0_7-P1|e8|6|sw_0_6-P2|e6|5|sw_0_0-P1|e14|7|sw_0_3-P0|e2|6|node0_0_0_11
VLAN_0_Flow_10,100,2000,node0_0_0_13|e4|sw_0_7-P4|e18|6|sw_0_5-P1|e13|5|sw_0_3-P0|e2|7|node0_0_0_11
VLAN_0_Flow_10,120,2000,node0_0_0_10|e1|sw_0_6-P2|e6|6|sw_0_0-P2|e19|5|sw_0_4-P2|e16|7|sw_0_7-P0|e4|6|node0_0_0_13
VLAN_0_Flow_11,200,5000,node0_0_0_13|e4|sw_0_7-P1|e8|4|sw_0_6-P2|e6|3|sw_0_0-P1|e14|4|sw_0_3-P0|e2|3|node0_0_0_11
VLAN_0_Flow_12,160,5000,node0_0_0_10|e1|sw_0_6-P3|e7|4|sw_0_1-P1|e10|3|sw_0_2-P0|e3|4|node0_0_0_12
VLAN_0_Flow_13,100,2000,node0_0_0_10|e1|sw_0_6-P1|e5|6|sw_0_4-P2|e16|5|sw_0_7-P0|e4|7|node0_0_0_13
VLAN_0_Flow_14,100,2000,node0_0_0_10|e1|sw_0_6-P2|e6|7|sw_0_0-P3|e20|6|sw_0_5-P0|e12|5|sw_0_2-P0|e3|7|node0_0_0_12
